"expgender","exprace","numparticipants","age","sex","lab_or_online","us_or_international","gambfalgroup","gambfalDV","anch1group","anchoring1","anch2group","anchoring2","anch3group","anchoring3","anch4group","anchoring4","gainlossgroup","gainlossDV","sunkcosta","sunkcostb","reciprocityothera","reciprocityothera.1","reciprocityusa","reciprocityusb","sunkgroup","sunkDV","gainlossgroup.1","gainlossDV.1","quoteGroup","quote","ContactGroup","Imagineddv","IATexpmath","IATexpart","IATexp.overall","d_art"
"male","brazilwhite","20",17,"f",0,1,1,2.44948974278318,0,3106.85,0,2e+06,0,NA,0,NA,0,1,5,NA,NA,NA,NA,1,0,5,0,1,0,9,1,9,6,7,2.71428571428571,-0.538215428761065
"male","brazilwhite","20",36,"f",0,1,1,2.23606797749979,0,NA,0,NA,0,NA,0,200,1,1,9,NA,NA,NA,NA,1,0,9,1,1,0,7,0,3.5,6.16666666666667,6,3.91666666666667,0.42336515892629
"male","brazilwhite","20",19,"m",0,1,1,1.4142135623731,1,1864.11,1,5e+05,0,2624.64,1,30000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,4,0,7,4.16666666666667,6,4.91666666666667,0.463642974312488
"male","brazilwhite","20",18,"m",0,1,0,1,0,1553.425,0,5e+05,0,3936.96,1,30000,1,2,9,NA,NA,NA,NA,2,0,9,1,2,0,3,0,3,3.66666666666667,6.83333333333333,5.58333333333333,0.74425980679814
"male","brazilwhite","20",23,"f",0,1,0,0,0,NA,0,NA,0,NA,0,NA,0,2,NA,9,NA,NA,NA,1,1,9,0,2,0,8,0,5.75,4.33333333333333,5.83333333333333,4.75,0.901996832899983
"male","brazilwhite","20",17,"f",0,1,0,2,1,2796.165,1,4900000,1,41010,1,40000,1,2,8,NA,NA,NA,NA,1,0,8,1,2,1,6,1,6.75,5,6.33333333333333,4.66666666666667,1.17570730265225
"male","brazilwhite","20",18,"f",0,1,1,2.82842712474619,0,NA,0,NA,0,3936.96,0,NA,1,1,NA,7,NA,NA,NA,1,1,7,1,1,0,7,0,7.5,3.66666666666667,6.83333333333333,5.58333333333333,1.05140061786595
"male","brazilwhite","20",19,"f",0,1,0,7.07106781186548,0,1522.3565,0,NA,0,2624.64,0,110,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,6,0,7.5,3,6.66666666666667,5.83333333333333,0.482567443042544
"male","brazilwhite","20",31,"m",0,1,0,2.64575131106459,0,NA,0,NA,0,NA,0,NA,0,2,NA,7,2,2,2,NA,1,7,0,2,1,3,0,5,5,5.5,4.25,-0.118708694192993
"male","brazilwhite","20",19,"m",0,1,1,1.73205080756888,0,NA,0,NA,0,3936.96,0,NA,1,2,NA,9,NA,NA,NA,1,1,9,1,2,1,7,1,3.5,6.16666666666667,7,4.41666666666667,0.0678824707816598
"male","brazilwhite","20",19,"f",0,1,1,1.73205080756888,0,NA,0,NA,0,3280.8,0,NA,1,1,9,NA,1,1,1,NA,0,9,1,1,0,7,0,6,4.33333333333333,6.5,5.08333333333333,0.87621991030223
"male","brazilwhite","20",24,"m",0,1,1,2,1,3106.85,1,2500000,1,29527.2,0,2500,1,1,9,NA,1,1,1,NA,0,9,1,1,1,7,0,2.25,5.83333333333333,6.83333333333333,4.5,0.086287327666378
"male","brazilwhite","20",19,"f",0,1,0,0,0,NA,0,9e+05,0,6561.6,0,500,0,2,NA,9,NA,NA,NA,2,1,9,0,2,0,1,0,6,3.5,6.16666666666667,5.33333333333333,0.0498842762383533
"male","brazilwhite","20",21,"m",0,1,0,0,0,1864.11,0,1e+06,0,16404,1,10000,0,2,9,NA,1,1,1,NA,0,9,0,2,1,8,1,3,3,6.66666666666667,5.83333333333333,0.55375479899872
"male","brazilwhite","20",19,"f",0,1,1,1.73205080756888,1,3106.85,1,2700000,1,39369.6,0,120,0,2,9,NA,1,1,1,NA,0,9,0,2,1,7,0,6.25,5.66666666666667,5.83333333333333,4.08333333333333,0.686143357044475
"male","brazilwhite","20",22,"f",0,1,0,1.73205080756888,0,1615.562,0,200020,1,45471.888,0,150,0,1,9,NA,1,1,1,NA,0,9,0,1,0,5,1,7,2.33333333333333,6,5.83333333333333,1.01411814519609
"male","brazilwhite","20",19,"f",0,1,0,2.23606797749979,0,1864.11,1,3500000,0,NA,0,115,0,2,NA,7,1,1,1,NA,1,7,0,2,0,5,0,2.25,2.66666666666667,6.66666666666667,6,0.896619069894684
"male","brazilwhite","20",20,"f",0,1,1,1.73205080756888,0,1553.425,1,2e+06,0,3936.96,1,1000,1,2,9,NA,1,1,1,NA,0,9,1,2,0,5,0,4.5,4.83333333333333,6,4.58333333333333,-0.0482169914644856
"male","brazilwhite","20",22,"m",0,1,1,6.48074069840786,0,NA,0,NA,1,29199.12,0,NA,1,1,9,NA,1,1,1,NA,0,9,1,1,1,9,0,9,5,7,4.81818181818182,NA
"male","brazilwhite","20",19,"f",0,1,0,1,0,NA,0,NA,0,NA,0,150,0,2,9,NA,1,1,1,NA,0,9,0,2,1,1,0,9,4.16666666666667,5.83333333333333,4.83333333333333,0.957428402789574
"male","brazilwhite","20",22,"f",0,1,1,1.73205080756888,0,NA,0,NA,1,29527.2,1,130,1,NA,9,NA,NA,NA,NA,2,0,9,1,NA,0,4,1,5.25,2.5,5.83333333333333,5.66666666666667,0.772595193017638
"male","brazilwhite","20",18,"m",0,1,0,2,0,NA,0,NA,0,NA,1,43000,0,2,1,NA,NA,NA,NA,1,0,1,0,2,0,1,0,8.5,4.5,6.83333333333333,5.16666666666667,1.48970491863831
"male","brazilwhite","1",23,"m",0,1,1,2.44948974278318,0,NA,0,NA,0,NA,1,45000,1,1,9,NA,NA,NA,NA,2,0,9,1,1,0,9,0,8,6.83333333333333,5.66666666666667,3.41666666666667,0.489268028745202
"female","brazilwhite","1",18,"m",0,1,1,3.87298334620742,0,NA,0,NA,0,NA,0,NA,0,1,NA,9,NA,NA,NA,1,1,9,0,1,1,5,1,1.75,3.33333333333333,5.66666666666667,5.16666666666667,1.02892274373097
"male","brazilwhite","1",23,"f",0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,NA,9,2,2,2,NA,1,9,0,2,1,5,1,4,2,6.5,6.25,0.749070403743092
"female","brazilwhite","1",21,"m",0,1,0,6.85565460040104,1,5592.33,0,9e+05,1,44290.8,0,550,1,2,NA,9,1,1,1,NA,1,9,1,2,0,8,0,5,5.33333333333333,6.33333333333333,4.5,0.350106228134701
"male","brazilwhite","1",18,"f",0,1,1,2.23606797749979,0,NA,0,NA,0,NA,0,NA,0,2,NA,6,NA,NA,NA,1,1,6,0,2,1,5,1,4.75,3.66666666666667,6,5.16666666666667,1.14677290762104
"male","brazilwhite","1",20,"f",0,1,1,4.47213595499958,0,NA,0,NA,0,NA,0,NA,0,1,8,NA,1,1,2,NA,0,8,0,1,1,6,1,1.75,3,6.33333333333333,5.66666666666667,0.742473281111524
"male","brazilwhite","1",18,"f",0,1,1,2.44948974278318,0,NA,0,NA,0,NA,0,NA,0,1,9,NA,2,2,2,NA,0,9,0,1,1,5,0,7.75,3,7,6,0.164251046571043
"male","brazilwhite","1",18,"f",0,1,1,3.16227766016838,0,3106.85,0,1e+06,1,26246.4,1,40000,0,2,8,NA,NA,NA,NA,2,0,8,0,2,1,6,1,5.5,3.66666666666667,6.33333333333333,5.33333333333333,0.632475618013787
"male","brazilwhite","1",19,"m",0,1,0,0,0,3106.85,1,3500000,0,13123.2,1,1200,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,3,0,4.25,2.16666666666667,4.83333333333333,5.33333333333333,1.01443174818394
"male","brazilwhite","1",21,"m",0,1,1,1.4142135623731,1,4660.275,1,3745000,1,26246.4,1,30000,1,1,9,NA,1,1,1,NA,0,9,1,1,1,4,1,4.75,3.66666666666667,4.83333333333333,4.58333333333333,0.122670294491923
"female","brazilwhite","1",20,"m",0,1,1,14.142135623731,0,NA,0,NA,0,NA,0,NA,0,2,NA,7,NA,NA,NA,1,1,7,0,2,0,1,0,1.75,4.66666666666667,6.16666666666667,4.75,-0.367332644582689
"female","brazilwhite","1",26,"f",0,1,1,2,0,3479.672,0,1500000,0,5905.44,0,NA,1,2,8,NA,1,1,1,NA,0,8,1,2,0,6,0,6.25,4,5.16666666666667,4.58333333333333,0.990260872343986
"male","brazilbrown","1",20,"f",0,1,1,2.44948974278318,0,2982.576,0,1e+06,1,39369.6,1,35000,0,1,NA,1,1,1,1,NA,1,1,0,1,1,9,1,3.5,4,7,5.5,0.222566491956741
"male","brazilbrown","1",19,"f",0,1,1,1.73205080756888,1,3728.22,1,2500000,0,8202,1,500,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,9,1,5.75,3.33333333333333,7,5.83333333333333,0.812841584782069
"male","brazilwhite","1",19,"f",0,1,1,2.23606797749979,0,NA,0,NA,0,NA,0,500,1,1,9,NA,NA,NA,NA,1,0,9,1,1,0,5,0,2,3,6.83333333333333,5.91666666666667,1.01217781351832
"male","brazilwhite","1",22,"m",0,1,1,2.23606797749979,1,1864.11,0,5e+05,1,45357.06,1,20000,1,2,NA,2,1,1,1,NA,1,2,1,2,1,7,0,7.75,4.5,6.66666666666667,5.08333333333333,0.628861023298222
"female","brazilwhite","1",19,"f",0,1,1,1.73205080756888,1,3106.85,0,NA,0,3280.8,0,150,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,5,0,1.5,5.16666666666667,4.5,3.66666666666667,-0.319689337680042
"female","brazilwhite","1",23,"f",0,1,1,1.4142135623731,1,4349.59,1,2e+06,1,42650.4,1,4500,0,1,NA,7,NA,NA,NA,1,1,7,0,1,1,5,1,1.5,6.33333333333333,4.83333333333333,3.25,0.081574565732369
"male","brazilwhite","1",20,"f",0,1,1,1.4142135623731,1,4970.96,0,NA,0,26246.4,0,NA,1,1,NA,9,1,1,1,NA,1,9,1,1,1,7,0,1,3.66666666666667,6,5.16666666666667,0.992822616137798
"female","brazilwhite","1",18,"m",0,1,1,2.23606797749979,1,4038.905,0,NA,0,2673.852,1,40000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,3,0,3.25,2.33333333333333,7,6.33333333333333,0.150201975124152
"male","brazilwhite","1",19,"m",0,1,0,3.87298334620742,0,3106.85,0,NA,1,32808,0,5000,0,2,NA,6,NA,NA,NA,1,1,6,0,2,1,3,1,4,3,3.33333333333333,4.16666666666667,0.390623117378565
"male","brazilbrown","1",19,"m",0,1,1,2.82842712474619,0,NA,0,NA,0,NA,0,120,0,2,5,NA,1,1,1,NA,0,5,0,2,0,5,1,2,4.66666666666667,5.16666666666667,4.25,0.454677103580381
"male","brazilwhite","1",19,"m",0,1,1,6,1,4349.59,1,4e+06,1,29527.2,1,35000,1,2,9,NA,2,2,2,NA,0,9,1,2,1,5,0,4,3.16666666666667,6.33333333333333,5.58333333333333,-0.0637764068034371
"male","brazilwhite","1",27,"m",0,1,1,1,0,1988.384,0,3e+06,0,11482.8,0,2000,1,1,NA,7,1,1,1,NA,1,7,1,1,0,9,0,5.75,5.16666666666667,6.5,4.66666666666667,0.953515248194563
"male","brazilwhite","1",19,"m",0,1,0,2.23606797749979,0,1513.03595,0,201000,0,2066.904,1,47000,0,2,6,NA,2,2,2,NA,0,6,0,2,1,6,0,3,4.16666666666667,6.33333333333333,5.08333333333333,1.35455084297159
"male","brazilwhite","1",19,"m",0,1,0,1.4142135623731,0,1864.11,0,3e+06,1,26246.4,1,5000,0,2,9,NA,1,1,1,NA,0,9,0,2,1,5,1,5.75,3.5,5.33333333333333,4.91666666666667,0.015412171442543
"female","brazilwhite","1",20,"f",0,1,0,2.44948974278318,0,NA,0,NA,0,2952.72,0,NA,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,5,1,6.5,4,6.5,5.25,0.851083254119117
"female","brazilwhite","1",19,"m",0,1,0,NA,0,3728.22,0,2e+06,1,29172.8736,0,NA,0,2,NA,8,NA,NA,NA,1,1,8,0,2,1,5,1,4.5,5.16666666666667,6.33333333333333,4.58333333333333,0.749697860005303
"male","brazilbrown","1",24,"f",0,1,1,1.73205080756888,0,NA,0,NA,0,3280.8,0,400,1,2,9,NA,1,1,1,NA,0,9,1,2,1,5,1,7.25,6.83333333333333,6.83333333333333,4,0.569272093460422
"male","brazilbrown","1",21,"f",0,1,1,1.4142135623731,0,2174.795,0,NA,1,32808,1,25000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,4,1,6.25,3.16666666666667,6.83333333333333,5.83333333333333,NA
"female","brazilwhite","1",19,"f",0,1,1,4.89897948556636,0,NA,0,NA,0,NA,0,NA,0,2,8,NA,1,1,2,NA,0,8,0,2,1,3,1,6.25,2.66666666666667,6,5.66666666666667,0.555940391494882
"male","brazilwhite","1",19,"f",0,1,1,2.82842712474619,0,4970.96,0,NA,0,NA,0,300,0,1,9,NA,1,1,1,NA,0,9,0,1,1,5,0,2.5,6.33333333333333,6.33333333333333,4,0.793677436249185
"male","brazilwhite","1",19,"m",0,1,1,1.4142135623731,1,3106.85,0,5e+05,0,4265.04,0,1500,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,6,1,4,2.83333333333333,4.83333333333333,5,0.573088617890524
"male","brazilbrown","1",21,"m",0,1,0,2.44948974278318,0,1926.247,0,NA,0,3280.8,0,1000,0,2,9,NA,NA,NA,NA,2,0,9,0,2,1,7,1,3,6,4.16666666666667,3.08333333333333,-0.75697268436127
"male","brazilwhite","1",22,"m",0,1,0,7.87400787401181,1,1864.11,1,4500000,1,42322.32,1,45000,1,1,NA,4,1,1,1,NA,1,4,1,1,0,3,1,4.25,5.66666666666667,6.83333333333333,4.58333333333333,0.435554218820356
"female","brazilwhite","1",20,"f",0,1,0,1.73205080756888,1,5592.33,0,NA,0,NA,0,NA,1,1,9,NA,2,2,2,NA,0,9,1,1,1,4,0,1.5,2.83333333333333,6.16666666666667,5.66666666666667,0.486988406710397
"female","brazilwhite","1",20,"f",0,1,1,2,0,NA,1,4e+06,0,3280.8,0,125,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,5,0,4.75,4.66666666666667,5,4.16666666666667,-0.110422294261163
"female","brazilwhite","1",23,"m",0,1,0,NA,0,1770.9045,1,3e+06,0,16404,1,1200,1,2,9,NA,NA,NA,NA,2,0,9,1,2,1,7,0,4.5,4.16666666666667,6.16666666666667,5,-0.126597834491687
"female","brazilwhite","1",19,"f",0,1,1,2.23606797749979,1,3106.85,0,NA,0,19684.8,1,40000,1,1,7,NA,NA,NA,NA,1,0,7,1,1,0,5,0,6,4.33333333333333,6.5,5.08333333333333,0.248363181329154
"male","brazilwhite","1",23,"f",0,1,0,NA,0,1864.11,0,200400,0,2624.64,0,NA,1,1,1,NA,1,1,1,NA,0,1,1,1,1,6,0,5.5,4.33333333333333,6,4.83333333333333,-0.540810190602006
"male","brazilwhite","1",17,"f",0,1,0,1.73205080756888,0,2485.48,0,5e+05,0,NA,0,1000,1,2,NA,1,1,1,1,NA,1,1,1,2,1,5,0,6.25,2.83333333333333,6.66666666666667,5.91666666666667,-0.134814607805121
"male","brazilwhite","1",23,"m",0,1,0,1,0,NA,0,NA,0,NA,0,NA,1,1,9,NA,1,1,1,NA,0,9,1,1,1,5,1,7,3.16666666666667,6.5,5.66666666666667,0.897846348028226
"male","brazilwhite","1",21,"f",0,1,0,NA,0,2236.932,0,NA,0,5905.44,1,15000,1,2,NA,8,NA,NA,NA,2,1,8,1,2,1,5,0,7.5,2.33333333333333,6.5,6.08333333333333,0.178734424710635
"male","brazilbrown","1",22,"f",0,1,1,1.4142135623731,1,4349.59,0,630000,1,16404,1,3000,0,2,NA,1,2,2,2,NA,1,1,0,2,1,5,0,2,3,6.16666666666667,5.58333333333333,0.81957108052428
"male","brazilbrown","1",19,"f",0,1,0,2.23606797749979,1,5592.33,0,1e+06,0,13123.2,1,30000,1,1,NA,5,NA,NA,NA,1,1,5,1,1,1,8,0,6,5.33333333333333,6.83333333333333,4.75,0.318049508534764
"male","brazilwhite","1",18,"f",0,1,0,0,0,3479.672,0,NA,1,39041.52,0,NA,1,1,NA,9,1,1,1,NA,1,9,1,1,0,4,0,7,6.33333333333333,6.33333333333333,4,0.046186005687353
"female","brazilwhite","1",17,"f",0,1,1,1.4142135623731,0,NA,0,NA,0,NA,0,NA,0,1,1,NA,NA,NA,NA,1,0,1,0,1,0,7,0,5,3,6.66666666666667,5.83333333333333,0.489020765908635
"male","brazilbrown","1",19,"f",0,1,1,2.23606797749979,0,NA,0,NA,0,NA,0,NA,0,2,9,NA,1,1,2,NA,0,9,0,2,0,8,1,4.25,3.5,6,5.25,0.839434895914646
"female","brazilwhite","1",23,"m",0,1,0,0,0,NA,0,NA,0,NA,0,500,0,1,8,NA,1,1,1,NA,0,8,0,1,1,9,0,2.25,3.83333333333333,5.16666666666667,4.66666666666667,-0.163194223812469
"female","brazilwhite","1",20,"m",0,1,0,1.73205080756888,0,NA,0,2e+06,0,26246.4,0,30000,0,1,NA,9,NA,NA,NA,1,1,9,0,1,1,8,1,3.75,4,4.66666666666667,4.33333333333333,0.346258656456689
"female","brazilwhite","1",19,"f",0,1,1,1,0,NA,1,4600000,0,2296.56,0,NA,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,9,0,3,5.5,5.5,4,0.0947993758880087
"male","brazilbrown","1",23,"m",0,1,0,1,0,NA,0,NA,0,2624.64,0,NA,0,2,NA,9,1,1,1,NA,1,9,0,2,0,9,0,6,3.33333333333333,7,5.83333333333333,0.887118587735932
"female","brazilwhite","1",20,"f",0,1,1,5.47722557505166,1,4349.59,1,4e+06,1,39369.6,1,30000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,5,1,2,3.83333333333333,4.66666666666667,4.41666666666667,0.971163857984353
"male","brazilbrown","1",17,"m",0,1,1,1,0,1864.11,0,NA,0,29448.4608,0,40000,1,1,9,NA,1,1,2,NA,0,9,1,1,1,9,0,1,4.33333333333333,4,3.83333333333333,-0.567222121459847
"female","brazilwhite","1",18,"m",0,1,1,3.16227766016838,1,3106.85,0,NA,0,28871.04,0,103,1,2,NA,2,1,1,1,NA,1,2,1,2,1,5,0,3,5,5.66666666666667,4.33333333333333,0.620359470593309
"female","brazilwhite","1",28,"f",0,1,0,1.73205080756888,0,NA,1,4999999,0,NA,1,49000,0,1,NA,1,NA,NA,NA,1,1,1,0,1,1,4,1,4.75,6.33333333333333,6,3.83333333333333,0.178903749047752
"male","brazilbrown","1",18,"f",0,1,0,2.23606797749979,0,2796.165,0,250000,0,8021.556,0,109,0,1,NA,8,1,1,2,NA,1,8,0,1,1,2,1,5.25,7,5.83333333333333,3.41666666666667,-0.211437620702969
"male","brazilwhite","1",17,"m",0,1,0,2.82842712474619,0,NA,0,NA,0,NA,0,NA,0,1,6,NA,2,2,2,NA,0,6,0,1,0,4,1,3.25,2.83333333333333,6.33333333333333,5.75,0.652127467471354
"male","brazilwhite","1",16,"f",0,1,1,22.3606797749979,0,1864.11,0,NA,0,NA,1,49000,1,2,NA,9,1,1,1,NA,1,9,1,2,1,7,1,6.5,6,6.16666666666667,4.08333333333333,0.587305967843332
"male","6","2",22,"m",0,1,0,NA,0,NA,1,4e+06,0,28871.04,1,20000,0,1,NA,7,1,1,1,NA,1,7,0,1,0,8,1,5.25,4.33333333333333,5.5,4.58333333333333,0.976780570435318
"male","6","2",21,"f",0,1,0,1,0,2114.52211,0,1200000,1,26574.48,0,NA,1,2,NA,9,1,1,1,NA,1,9,1,2,1,2,1,5.5,3.16666666666667,6,5.41666666666667,0.920338875153806
"male","6","3",23,"f",0,1,1,1.4142135623731,1,4970.96,0,2e+06,1,27230.64,0,1000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,6,0,6,3.16666666666667,6.66666666666667,5.75,1.18732483064867
"male","6","3",20,"f",0,1,1,5.91607978309962,0,3106.85,0,NA,1,29028.5184,1,7000,1,1,NA,9,1,1,1,NA,1,9,1,1,1,5,0,5.25,3.33333333333333,6.83333333333333,5.75,1.36211138933097
"male","6","3",19,"f",0,1,0,0,0,2485.48,1,2e+06,0,27886.8,0,600,0,1,9,NA,1,1,1,NA,0,9,0,1,1,5,0,5.25,4.66666666666667,6.16666666666667,4.75,1.05197468871197
"male","6","9",20,"f",0,1,0,NA,1,3106.85,0,5e+05,1,28542.96,1,45000,1,2,6,NA,NA,NA,NA,1,0,6,1,2,1,5,1,6.25,3.16666666666667,6.16666666666667,5.5,1.17028329885485
"male","6","9",21,"f",0,1,1,3,0,2485.48,1,4500000,1,43962.72,1,35000,1,2,NA,7,NA,NA,NA,1,1,7,1,2,1,7,0,4.25,2.83333333333333,6.66666666666667,5.91666666666667,0.631702093954108
"male","6","9",22,"f",0,1,0,NA,0,NA,0,NA,0,27886.8,1,20000,1,2,NA,8,1,1,1,NA,1,8,1,2,0,6,1,2.25,3.33333333333333,7,5.83333333333333,0.422399660508444
"male","6","9",20,"f",0,1,0,1.4142135623731,0,NA,1,3000500,1,26246.4,1,45000,1,1,8,NA,NA,NA,NA,1,0,8,1,1,0,5,1,4,2.66666666666667,6.66666666666667,6,0.401109278738251
"male","6","9",20,"f",0,1,0,0,0,3106.85,1,3e+06,1,26902.56,1,7000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,0,5,0,5,3.33333333333333,5,4.83333333333333,0.396127254421425
"male","6","9",22,"m",0,1,1,3.16227766016838,0,2485.48,0,2e+06,0,27886.8,0,1000,1,2,7,NA,1,1,1,NA,0,7,1,2,0,7,1,4,4.5,6.66666666666667,5.08333333333333,0.428547611401563
"male","6","9",24,"f",0,1,1,2.82842712474619,1,3106.85,0,2e+06,0,27312.66,1,30000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,7,1,2.25,3.66666666666667,6,5.16666666666667,1.02698341573542
"male","6","9",19,"f",0,1,0,NA,0,NA,0,NA,1,28510.152,0,250,0,2,8,NA,1,1,2,NA,0,8,0,2,1,8,1,6.75,5.66666666666667,6.83333333333333,4.58333333333333,0.934632157881328
"male","6","9",22,"f",0,1,0,1.73205080756888,0,3106.85,1,4500000,0,19684.8,0,250,0,1,9,NA,1,1,1,NA,0,9,0,1,0,5,0,4.5,4,4.66666666666667,4.33333333333333,0.504113832407277
"male","6","8",21,"f",0,1,0,1.4142135623731,1,3106.85,1,4e+06,0,26246.4,1,20000,1,2,NA,6,1,1,1,NA,1,6,1,2,1,6,1,4.5,2.5,5.5,5.5,0.314846142740764
"male","6","8",22,"m",0,1,0,NA,1,5281.645,0,1500000,0,28871.04,0,150,0,1,NA,8,NA,NA,NA,1,1,8,0,1,0,9,0,6.5,2.16666666666667,6.66666666666667,6.25,0.836059519493125
"male","6","8",22,"f",0,1,0,2.23606797749979,0,2485.48,0,2500000,0,29094.1344,0,10000,1,1,NA,7,NA,NA,NA,2,1,7,1,1,0,4,1,6,3.66666666666667,6.16666666666667,5.25,0.493960752371129
"male","6","8",20,"m",0,1,0,12.4899959967968,0,2264.89365,1,3897483,1,36452.9688,1,26432,1,2,NA,1,NA,NA,NA,1,1,1,1,2,0,5,1,2.25,3.16666666666667,5.83333333333333,5.33333333333333,0.562262815950821
"male","6","8",22,"f",0,1,1,3.16227766016838,1,4970.96,0,7e+05,1,42322.32,1,20000,1,1,NA,7,NA,NA,NA,1,1,7,1,1,1,6,1,6.5,6.33333333333333,7,4.33333333333333,0.272969268970656
"male","6","8",26,"f",0,1,0,11.4891252930761,0,3106.85,1,3e+06,0,29028.5184,1,8000,0,2,NA,7,1,1,1,NA,1,7,0,2,1,5,1,6.75,5.83333333333333,5.5,3.83333333333333,0.603090726623583
"male","6","8",20,"f",0,1,1,3.16227766016838,1,3106.85,1,1e+06,0,26246.4,0,NA,0,2,8,NA,NA,NA,NA,1,0,8,0,2,0,6,1,5.25,2.83333333333333,5,5.08333333333333,1.34595808038221
"male","6","8",20,"f",0,1,0,1.4142135623731,0,NA,0,1e+06,0,27230.64,0,428,1,2,NA,5,NA,NA,NA,1,1,5,1,2,1,2,1,4.25,3.5,5.66666666666667,5.08333333333333,0.992714208101522
"male","6","6",23,"m",0,1,0,2.23606797749979,1,2485.48,0,NA,0,29028.5184,1,20000,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,7,1,6.25,3,5.83333333333333,5.41666666666667,0.041251384217
"male","6","6",20,"f",0,1,1,3.16227766016838,0,1964.77194,1,4957100,1,29028.5184,0,850,1,1,9,NA,1,1,1,NA,0,9,1,1,1,4,1,3.5,3.33333333333333,5.5,5.08333333333333,0.106071873881306
"male","6","6",19,"m",0,1,1,12.4899959967968,1,2174.795,1,3800000,0,29031.7992,0,2000,1,1,NA,8,NA,NA,NA,1,1,8,1,1,0,3,1,4,6,6.33333333333333,4.16666666666667,0.163052810088715
"male","6","6",25,"f",0,1,0,0,0,NA,0,NA,1,27680.1096,0,NA,1,1,7,NA,1,1,1,NA,0,7,1,1,1,8,0,3,2.83333333333333,7,6.08333333333333,0.993180522111399
"male","6","6",28,"m",0,1,0,5.74456264653803,0,1553.425,0,NA,1,28871.04,1,45000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,9,1,3.25,5,6.33333333333333,4.66666666666667,0.219023917728013
"male","6","6",21,"m",0,1,0,2.23606797749979,0,1864.11,0,4e+06,1,28378.92,1,35000,1,2,NA,7,NA,NA,NA,1,1,7,1,2,0,6,1,5,6.33333333333333,5.83333333333333,3.75,0.37435388653391
"male","6","7",20,"f",0,1,0,0,0,NA,1,2500000,0,21325.2,0,NA,0,2,NA,5,1,1,1,NA,1,5,0,2,0,8,1,5,3.16666666666667,5.66666666666667,5.25,0.865940512987157
"male","6","7",20,"f",0,1,0,2.44948974278318,0,NA,1,4000678,0,2362.176,0,NA,1,2,3,NA,NA,NA,NA,2,0,3,1,2,0,6,0,3,3,7,6,0.955147836308159
"male","6","7",22,"f",0,1,1,5.19615242270663,0,NA,0,3e+06,1,26246.4,0,NA,1,1,NA,9,2,2,2,NA,1,9,1,1,0,2,0,2.25,5,3.5,3.25,0.655843790671556
"male","6","7",22,"f",0,1,1,22.3606797749979,1,4970.96,0,NA,1,29527.2,0,2000,1,1,8,NA,NA,NA,NA,1,0,8,1,1,1,8,0,2.75,4.16666666666667,6.5,5.16666666666667,1.30380087980615
"male","6","7",24,"f",0,1,1,5.47722557505166,1,1864.11,1,3e+06,1,29028.5184,0,1000,0,1,NA,9,NA,NA,NA,2,1,9,0,1,1,5,0,6,3.16666666666667,5,4.91666666666667,0.198790895299071
"male","6","7",19,"f",0,1,1,3.87298334620742,0,1864.11,0,NA,0,28871.04,0,5000,1,1,NA,8,1,1,1,NA,1,8,1,1,1,7,1,4.5,4.83333333333333,5.83333333333333,4.5,0.903477336298062
"male","6","7",20,"f",0,1,0,2,0,1592.57131,0,3e+05,0,3936.96,1,45000,1,2,NA,9,2,2,2,NA,1,9,1,2,0,8,1,6,6,6.33333333333333,4.16666666666667,1.13926989790518
"male","6","3",32,"m",0,1,0,5,1,2174.795,1,3e+06,0,29028.5184,1,48000,1,1,NA,7,1,1,1,NA,1,7,1,1,1,6,1,2,3.5,5,4.75,0.0445185943356234
"male","6","3",22,"m",0,1,0,3.46410161513775,0,NA,1,4500000,0,29028.5184,0,15000,0,1,NA,7,1,1,1,NA,1,7,0,1,0,4,0,5.75,4.16666666666667,6.5,5.16666666666667,-0.105042367722061
"male","6","3",20,"f",0,1,0,2.44948974278318,0,1864.11,0,5e+05,0,13123.2,0,500,0,2,9,NA,1,1,1,NA,0,9,0,2,1,5,1,5,2.66666666666667,6.16666666666667,5.75,0.886868465218847
"male","6","8",22,"f",0,1,0,1,0,1864.11,0,3e+06,1,29527.2,0,150,0,1,8,NA,1,1,1,NA,0,8,0,1,1,9,0,5.25,3.33333333333333,5.33333333333333,5,1.01300355223327
