"P","SOA","freq","primetype","prime","target","RT"
527,"SOA47","M","PDISS","astrinomy","ASTRONOMY",792
530,"SOA47","M","PDISS","astrinomy","ASTRONOMY",436
536,"SOA47","M","PDISS","astrinomy","ASTRONOMY",490
502,"SOA47","M","PSIM","astronemy","ASTRONOMY",461
504,"SOA47","M","PSIM","astronemy","ASTRONOMY",869
508,"SOA47","M","PSIM","astronemy","ASTRONOMY",715
510,"SOA47","M","PSIM","astronemy","ASTRONOMY",1040
514,"SOA47","M","PSIM","astronemy","ASTRONOMY",376
516,"SOA47","M","PSIM","astronemy","ASTRONOMY",816
520,"SOA47","M","PSIM","astronemy","ASTRONOMY",497
522,"SOA47","M","PSIM","astronemy","ASTRONOMY",621
526,"SOA47","M","PSIM","astronemy","ASTRONOMY",553
528,"SOA47","M","PSIM","astronemy","ASTRONOMY",515
501,"SOA47","M","UN","authentic","ASTRONOMY",580
507,"SOA47","M","UN","authentic","ASTRONOMY",578
511,"SOA47","M","UN","authentic","ASTRONOMY",694
513,"SOA47","M","UN","authentic","ASTRONOMY",763
517,"SOA47","M","UN","authentic","ASTRONOMY",581
519,"SOA47","M","UN","authentic","ASTRONOMY",571
525,"SOA47","M","UN","authentic","ASTRONOMY",511
535,"SOA47","M","UN","authentic","ASTRONOMY",548
541,"SOA47","M","UN","authentic","ASTRONOMY",569
321,"SOA80","M","PDISS","astrinomy","ASTRONOMY",1222
324,"SOA80","M","PDISS","astrinomy","ASTRONOMY",463
327,"SOA80","M","PDISS","astrinomy","ASTRONOMY",628
330,"SOA80","M","PDISS","astrinomy","ASTRONOMY",638
333,"SOA80","M","PDISS","astrinomy","ASTRONOMY",835
336,"SOA80","M","PDISS","astrinomy","ASTRONOMY",935
345,"SOA80","M","PDISS","astrinomy","ASTRONOMY",899
348,"SOA80","M","PDISS","astrinomy","ASTRONOMY",455
357,"SOA80","M","PDISS","astrinomy","ASTRONOMY",495
320,"SOA80","M","PSIM","astronemy","ASTRONOMY",763
322,"SOA80","M","PSIM","astronemy","ASTRONOMY",866
326,"SOA80","M","PSIM","astronemy","ASTRONOMY",621
328,"SOA80","M","PSIM","astronemy","ASTRONOMY",530
332,"SOA80","M","PSIM","astronemy","ASTRONOMY",491
334,"SOA80","M","PSIM","astronemy","ASTRONOMY",513
338,"SOA80","M","PSIM","astronemy","ASTRONOMY",509
344,"SOA80","M","PSIM","astronemy","ASTRONOMY",647
346,"SOA80","M","PSIM","astronemy","ASTRONOMY",437
350,"SOA80","M","PSIM","astronemy","ASTRONOMY",591
319,"SOA80","M","UN","authentic","ASTRONOMY",778
323,"SOA80","M","UN","authentic","ASTRONOMY",671
325,"SOA80","M","UN","authentic","ASTRONOMY",708
329,"SOA80","M","UN","authentic","ASTRONOMY",993
331,"SOA80","M","UN","authentic","ASTRONOMY",528
335,"SOA80","M","UN","authentic","ASTRONOMY",659
337,"SOA80","M","UN","authentic","ASTRONOMY",714
339,"SOA80","M","UN","authentic","ASTRONOMY",616
347,"SOA80","M","UN","authentic","ASTRONOMY",1072
355,"SOA80","M","UN","authentic","ASTRONOMY",565
501,"SOA47","L","PDISS","assyletry","ASYMMETRY",897
504,"SOA47","L","PDISS","assyletry","ASYMMETRY",953
507,"SOA47","L","PDISS","assyletry","ASYMMETRY",691
510,"SOA47","L","PDISS","assyletry","ASYMMETRY",1148
513,"SOA47","L","PDISS","assyletry","ASYMMETRY",756
516,"SOA47","L","PDISS","assyletry","ASYMMETRY",685
519,"SOA47","L","PDISS","assyletry","ASYMMETRY",706
522,"SOA47","L","PDISS","assyletry","ASYMMETRY",1368
525,"SOA47","L","PDISS","assyletry","ASYMMETRY",1284
528,"SOA47","L","PDISS","assyletry","ASYMMETRY",1260
503,"SOA47","L","PSIM","assymetry","ASYMMETRY",508
509,"SOA47","L","PSIM","assymetry","ASYMMETRY",889
511,"SOA47","L","PSIM","assymetry","ASYMMETRY",553
515,"SOA47","L","PSIM","assymetry","ASYMMETRY",1258
517,"SOA47","L","PSIM","assymetry","ASYMMETRY",754
521,"SOA47","L","PSIM","assymetry","ASYMMETRY",638
523,"SOA47","L","PSIM","assymetry","ASYMMETRY",1222
527,"SOA47","L","PSIM","assymetry","ASYMMETRY",608
535,"SOA47","L","PSIM","assymetry","ASYMMETRY",649
506,"SOA47","L","UN","abduction","ASYMMETRY",868
512,"SOA47","L","UN","abduction","ASYMMETRY",723
514,"SOA47","L","UN","abduction","ASYMMETRY",1104
520,"SOA47","L","UN","abduction","ASYMMETRY",609
524,"SOA47","L","UN","abduction","ASYMMETRY",868
526,"SOA47","L","UN","abduction","ASYMMETRY",1365
530,"SOA47","L","UN","abduction","ASYMMETRY",971
536,"SOA47","L","UN","abduction","ASYMMETRY",622
319,"SOA80","L","PDISS","assyletry","ASYMMETRY",1182
322,"SOA80","L","PDISS","assyletry","ASYMMETRY",1527
325,"SOA80","L","PDISS","assyletry","ASYMMETRY",1279
328,"SOA80","L","PDISS","assyletry","ASYMMETRY",665
334,"SOA80","L","PDISS","assyletry","ASYMMETRY",965
337,"SOA80","L","PDISS","assyletry","ASYMMETRY",772
338,"SOA80","L","PDISS","assyletry","ASYMMETRY",616
346,"SOA80","L","PDISS","assyletry","ASYMMETRY",499
355,"SOA80","L","PDISS","assyletry","ASYMMETRY",830
323,"SOA80","L","PSIM","assymetry","ASYMMETRY",833
327,"SOA80","L","PSIM","assymetry","ASYMMETRY",617
329,"SOA80","L","PSIM","assymetry","ASYMMETRY",1038
333,"SOA80","L","PSIM","assymetry","ASYMMETRY",710
339,"SOA80","L","PSIM","assymetry","ASYMMETRY",728
345,"SOA80","L","PSIM","assymetry","ASYMMETRY",1112
324,"SOA80","L","UN","abduction","ASYMMETRY",608
330,"SOA80","L","UN","abduction","ASYMMETRY",807
336,"SOA80","L","UN","abduction","ASYMMETRY",757
344,"SOA80","L","UN","abduction","ASYMMETRY",1433
348,"SOA80","L","UN","abduction","ASYMMETRY",525
350,"SOA80","L","UN","abduction","ASYMMETRY",544
354,"SOA80","L","UN","abduction","ASYMMETRY",899
503,"SOA47","L","PDISS","evalanche","AVALANCHE",513
512,"SOA47","L","PDISS","evalanche","AVALANCHE",721
515,"SOA47","L","PDISS","evalanche","AVALANCHE",637
521,"SOA47","L","PDISS","evalanche","AVALANCHE",629
524,"SOA47","L","PDISS","evalanche","AVALANCHE",531
536,"SOA47","L","PDISS","evalanche","AVALANCHE",625
504,"SOA47","L","PSIM","avolanche","AVALANCHE",949
508,"SOA47","L","PSIM","avolanche","AVALANCHE",651
510,"SOA47","L","PSIM","avolanche","AVALANCHE",779
516,"SOA47","L","PSIM","avolanche","AVALANCHE",888
520,"SOA47","L","PSIM","avolanche","AVALANCHE",525
522,"SOA47","L","PSIM","avolanche","AVALANCHE",905
528,"SOA47","L","PSIM","avolanche","AVALANCHE",678
501,"SOA47","L","UN","legislate","AVALANCHE",589
507,"SOA47","L","UN","legislate","AVALANCHE",683
511,"SOA47","L","UN","legislate","AVALANCHE",862
513,"SOA47","L","UN","legislate","AVALANCHE",992
517,"SOA47","L","UN","legislate","AVALANCHE",861
523,"SOA47","L","UN","legislate","AVALANCHE",809
525,"SOA47","L","UN","legislate","AVALANCHE",733
535,"SOA47","L","UN","legislate","AVALANCHE",636
541,"SOA47","L","UN","legislate","AVALANCHE",637
321,"SOA80","L","PDISS","evalanche","AVALANCHE",1727
324,"SOA80","L","PDISS","evalanche","AVALANCHE",701
330,"SOA80","L","PDISS","evalanche","AVALANCHE",856
333,"SOA80","L","PDISS","evalanche","AVALANCHE",581
336,"SOA80","L","PDISS","evalanche","AVALANCHE",597
345,"SOA80","L","PDISS","evalanche","AVALANCHE",911
348,"SOA80","L","PDISS","evalanche","AVALANCHE",427
354,"SOA80","L","PDISS","evalanche","AVALANCHE",983
357,"SOA80","L","PDISS","evalanche","AVALANCHE",540
320,"SOA80","L","PSIM","avolanche","AVALANCHE",1786
322,"SOA80","L","PSIM","avolanche","AVALANCHE",1260
326,"SOA80","L","PSIM","avolanche","AVALANCHE",1827
328,"SOA80","L","PSIM","avolanche","AVALANCHE",444
332,"SOA80","L","PSIM","avolanche","AVALANCHE",526
334,"SOA80","L","PSIM","avolanche","AVALANCHE",798
338,"SOA80","L","PSIM","avolanche","AVALANCHE",473
344,"SOA80","L","PSIM","avolanche","AVALANCHE",889
346,"SOA80","L","PSIM","avolanche","AVALANCHE",476
350,"SOA80","L","PSIM","avolanche","AVALANCHE",511
319,"SOA80","L","UN","legislate","AVALANCHE",712
323,"SOA80","L","UN","legislate","AVALANCHE",747
325,"SOA80","L","UN","legislate","AVALANCHE",887
329,"SOA80","L","UN","legislate","AVALANCHE",760
331,"SOA80","L","UN","legislate","AVALANCHE",923
335,"SOA80","L","UN","legislate","AVALANCHE",592
339,"SOA80","L","UN","legislate","AVALANCHE",911
347,"SOA80","L","UN","legislate","AVALANCHE",676
355,"SOA80","L","UN","legislate","AVALANCHE",563
503,"SOA47","L","PDISS","breccoli","BROCCOLI",753
506,"SOA47","L","PDISS","breccoli","BROCCOLI",607
509,"SOA47","L","PDISS","breccoli","BROCCOLI",731
512,"SOA47","L","PDISS","breccoli","BROCCOLI",457
515,"SOA47","L","PDISS","breccoli","BROCCOLI",496
521,"SOA47","L","PDISS","breccoli","BROCCOLI",663
524,"SOA47","L","PDISS","breccoli","BROCCOLI",431
530,"SOA47","L","PDISS","breccoli","BROCCOLI",544
536,"SOA47","L","PDISS","breccoli","BROCCOLI",731
502,"SOA47","L","PSIM","brocolli","BROCCOLI",1191
504,"SOA47","L","PSIM","brocolli","BROCCOLI",743
508,"SOA47","L","PSIM","brocolli","BROCCOLI",646
510,"SOA47","L","PSIM","brocolli","BROCCOLI",566
514,"SOA47","L","PSIM","brocolli","BROCCOLI",449
516,"SOA47","L","PSIM","brocolli","BROCCOLI",547
520,"SOA47","L","PSIM","brocolli","BROCCOLI",611
522,"SOA47","L","PSIM","brocolli","BROCCOLI",752
526,"SOA47","L","PSIM","brocolli","BROCCOLI",560
528,"SOA47","L","PSIM","brocolli","BROCCOLI",557
501,"SOA47","L","UN","residual","BROCCOLI",957
507,"SOA47","L","UN","residual","BROCCOLI",722
511,"SOA47","L","UN","residual","BROCCOLI",678
513,"SOA47","L","UN","residual","BROCCOLI",1746
517,"SOA47","L","UN","residual","BROCCOLI",735
519,"SOA47","L","UN","residual","BROCCOLI",721
523,"SOA47","L","UN","residual","BROCCOLI",1329
525,"SOA47","L","UN","residual","BROCCOLI",904
535,"SOA47","L","UN","residual","BROCCOLI",810
541,"SOA47","L","UN","residual","BROCCOLI",677
324,"SOA80","L","PDISS","breccoli","BROCCOLI",599
327,"SOA80","L","PDISS","breccoli","BROCCOLI",589
330,"SOA80","L","PDISS","breccoli","BROCCOLI",807
333,"SOA80","L","PDISS","breccoli","BROCCOLI",801
336,"SOA80","L","PDISS","breccoli","BROCCOLI",617
345,"SOA80","L","PDISS","breccoli","BROCCOLI",597
354,"SOA80","L","PDISS","breccoli","BROCCOLI",1001
357,"SOA80","L","PDISS","breccoli","BROCCOLI",617
320,"SOA80","L","PSIM","brocolli","BROCCOLI",901
322,"SOA80","L","PSIM","brocolli","BROCCOLI",903
326,"SOA80","L","PSIM","brocolli","BROCCOLI",634
328,"SOA80","L","PSIM","brocolli","BROCCOLI",479
332,"SOA80","L","PSIM","brocolli","BROCCOLI",486
334,"SOA80","L","PSIM","brocolli","BROCCOLI",673
338,"SOA80","L","PSIM","brocolli","BROCCOLI",421
344,"SOA80","L","PSIM","brocolli","BROCCOLI",712
346,"SOA80","L","PSIM","brocolli","BROCCOLI",682
350,"SOA80","L","PSIM","brocolli","BROCCOLI",505
319,"SOA80","L","UN","residual","BROCCOLI",1094
323,"SOA80","L","UN","residual","BROCCOLI",757
325,"SOA80","L","UN","residual","BROCCOLI",874
329,"SOA80","L","UN","residual","BROCCOLI",695
331,"SOA80","L","UN","residual","BROCCOLI",549
337,"SOA80","L","UN","residual","BROCCOLI",748
339,"SOA80","L","UN","residual","BROCCOLI",701
347,"SOA80","L","UN","residual","BROCCOLI",1074
355,"SOA80","L","UN","residual","BROCCOLI",579
503,"SOA47","L","PDISS","buotancy","BUOYANCY",561
506,"SOA47","L","PDISS","buotancy","BUOYANCY",724
509,"SOA47","L","PDISS","buotancy","BUOYANCY",517
512,"SOA47","L","PDISS","buotancy","BUOYANCY",540
515,"SOA47","L","PDISS","buotancy","BUOYANCY",436
521,"SOA47","L","PDISS","buotancy","BUOYANCY",717
524,"SOA47","L","PDISS","buotancy","BUOYANCY",659
536,"SOA47","L","PDISS","buotancy","BUOYANCY",609
502,"SOA47","L","PSIM","bouyancy","BUOYANCY",663
504,"SOA47","L","PSIM","bouyancy","BUOYANCY",538
508,"SOA47","L","PSIM","bouyancy","BUOYANCY",917
514,"SOA47","L","PSIM","bouyancy","BUOYANCY",498
516,"SOA47","L","PSIM","bouyancy","BUOYANCY",575
520,"SOA47","L","PSIM","bouyancy","BUOYANCY",649
522,"SOA47","L","PSIM","bouyancy","BUOYANCY",737
528,"SOA47","L","PSIM","bouyancy","BUOYANCY",671
507,"SOA47","L","UN","filament","BUOYANCY",506
511,"SOA47","L","UN","filament","BUOYANCY",643
513,"SOA47","L","UN","filament","BUOYANCY",542
517,"SOA47","L","UN","filament","BUOYANCY",738
519,"SOA47","L","UN","filament","BUOYANCY",644
523,"SOA47","L","UN","filament","BUOYANCY",633
525,"SOA47","L","UN","filament","BUOYANCY",599
535,"SOA47","L","UN","filament","BUOYANCY",503
541,"SOA47","L","UN","filament","BUOYANCY",653
321,"SOA80","L","PDISS","buotancy","BUOYANCY",896
324,"SOA80","L","PDISS","buotancy","BUOYANCY",706
327,"SOA80","L","PDISS","buotancy","BUOYANCY",587
330,"SOA80","L","PDISS","buotancy","BUOYANCY",836
333,"SOA80","L","PDISS","buotancy","BUOYANCY",723
336,"SOA80","L","PDISS","buotancy","BUOYANCY",776
345,"SOA80","L","PDISS","buotancy","BUOYANCY",967
348,"SOA80","L","PDISS","buotancy","BUOYANCY",536
354,"SOA80","L","PDISS","buotancy","BUOYANCY",1079
357,"SOA80","L","PDISS","buotancy","BUOYANCY",558
320,"SOA80","L","PSIM","bouyancy","BUOYANCY",1240
322,"SOA80","L","PSIM","bouyancy","BUOYANCY",1003
326,"SOA80","L","PSIM","bouyancy","BUOYANCY",681
328,"SOA80","L","PSIM","bouyancy","BUOYANCY",477
332,"SOA80","L","PSIM","bouyancy","BUOYANCY",463
334,"SOA80","L","PSIM","bouyancy","BUOYANCY",687
338,"SOA80","L","PSIM","bouyancy","BUOYANCY",404
344,"SOA80","L","PSIM","bouyancy","BUOYANCY",725
346,"SOA80","L","PSIM","bouyancy","BUOYANCY",509
350,"SOA80","L","PSIM","bouyancy","BUOYANCY",670
319,"SOA80","L","UN","filament","BUOYANCY",714
323,"SOA80","L","UN","filament","BUOYANCY",750
325,"SOA80","L","UN","filament","BUOYANCY",624
329,"SOA80","L","UN","filament","BUOYANCY",1051
331,"SOA80","L","UN","filament","BUOYANCY",857
335,"SOA80","L","UN","filament","BUOYANCY",568
337,"SOA80","L","UN","filament","BUOYANCY",567
339,"SOA80","L","UN","filament","BUOYANCY",637
347,"SOA80","L","UN","filament","BUOYANCY",1475
355,"SOA80","L","UN","filament","BUOYANCY",678
501,"SOA47","L","PDISS","carpilage","CARTILAGE",650
504,"SOA47","L","PDISS","carpilage","CARTILAGE",663
507,"SOA47","L","PDISS","carpilage","CARTILAGE",502
510,"SOA47","L","PDISS","carpilage","CARTILAGE",569
513,"SOA47","L","PDISS","carpilage","CARTILAGE",541
516,"SOA47","L","PDISS","carpilage","CARTILAGE",740
519,"SOA47","L","PDISS","carpilage","CARTILAGE",575
522,"SOA47","L","PDISS","carpilage","CARTILAGE",924
525,"SOA47","L","PDISS","carpilage","CARTILAGE",578
528,"SOA47","L","PDISS","carpilage","CARTILAGE",1295
503,"SOA47","L","PSIM","cartalage","CARTILAGE",623
509,"SOA47","L","PSIM","cartalage","CARTILAGE",648
511,"SOA47","L","PSIM","cartalage","CARTILAGE",695
517,"SOA47","L","PSIM","cartalage","CARTILAGE",753
521,"SOA47","L","PSIM","cartalage","CARTILAGE",762
523,"SOA47","L","PSIM","cartalage","CARTILAGE",466
527,"SOA47","L","PSIM","cartalage","CARTILAGE",656
535,"SOA47","L","PSIM","cartalage","CARTILAGE",564
541,"SOA47","L","PSIM","cartalage","CARTILAGE",759
502,"SOA47","L","UN","hesitancy","CARTILAGE",689
506,"SOA47","L","UN","hesitancy","CARTILAGE",895
508,"SOA47","L","UN","hesitancy","CARTILAGE",764
512,"SOA47","L","UN","hesitancy","CARTILAGE",576
514,"SOA47","L","UN","hesitancy","CARTILAGE",356
520,"SOA47","L","UN","hesitancy","CARTILAGE",734
524,"SOA47","L","UN","hesitancy","CARTILAGE",513
526,"SOA47","L","UN","hesitancy","CARTILAGE",631
530,"SOA47","L","UN","hesitancy","CARTILAGE",586
536,"SOA47","L","UN","hesitancy","CARTILAGE",806
319,"SOA80","L","PDISS","carpilage","CARTILAGE",586
325,"SOA80","L","PDISS","carpilage","CARTILAGE",512
328,"SOA80","L","PDISS","carpilage","CARTILAGE",515
331,"SOA80","L","PDISS","carpilage","CARTILAGE",528
334,"SOA80","L","PDISS","carpilage","CARTILAGE",565
338,"SOA80","L","PDISS","carpilage","CARTILAGE",412
346,"SOA80","L","PDISS","carpilage","CARTILAGE",489
355,"SOA80","L","PDISS","carpilage","CARTILAGE",617
321,"SOA80","L","PSIM","cartalage","CARTILAGE",1324
323,"SOA80","L","PSIM","cartalage","CARTILAGE",586
327,"SOA80","L","PSIM","cartalage","CARTILAGE",951
329,"SOA80","L","PSIM","cartalage","CARTILAGE",724
333,"SOA80","L","PSIM","cartalage","CARTILAGE",638
335,"SOA80","L","PSIM","cartalage","CARTILAGE",627
345,"SOA80","L","PSIM","cartalage","CARTILAGE",635
347,"SOA80","L","PSIM","cartalage","CARTILAGE",1253
357,"SOA80","L","PSIM","cartalage","CARTILAGE",474
320,"SOA80","L","UN","hesitancy","CARTILAGE",1326
324,"SOA80","L","UN","hesitancy","CARTILAGE",590
330,"SOA80","L","UN","hesitancy","CARTILAGE",895
332,"SOA80","L","UN","hesitancy","CARTILAGE",792
344,"SOA80","L","UN","hesitancy","CARTILAGE",1088
348,"SOA80","L","UN","hesitancy","CARTILAGE",738
350,"SOA80","L","UN","hesitancy","CARTILAGE",678
354,"SOA80","L","UN","hesitancy","CARTILAGE",1563
503,"SOA47","M","PDISS","cutegory","CATEGORY",533
506,"SOA47","M","PDISS","cutegory","CATEGORY",741
509,"SOA47","M","PDISS","cutegory","CATEGORY",571
512,"SOA47","M","PDISS","cutegory","CATEGORY",465
515,"SOA47","M","PDISS","cutegory","CATEGORY",574
521,"SOA47","M","PDISS","cutegory","CATEGORY",598
524,"SOA47","M","PDISS","cutegory","CATEGORY",438
530,"SOA47","M","PDISS","cutegory","CATEGORY",539
536,"SOA47","M","PDISS","cutegory","CATEGORY",733
502,"SOA47","M","PSIM","catagory","CATEGORY",630
504,"SOA47","M","PSIM","catagory","CATEGORY",841
508,"SOA47","M","PSIM","catagory","CATEGORY",692
510,"SOA47","M","PSIM","catagory","CATEGORY",475
514,"SOA47","M","PSIM","catagory","CATEGORY",386
516,"SOA47","M","PSIM","catagory","CATEGORY",567
520,"SOA47","M","PSIM","catagory","CATEGORY",638
522,"SOA47","M","PSIM","catagory","CATEGORY",455
526,"SOA47","M","PSIM","catagory","CATEGORY",384
528,"SOA47","M","PSIM","catagory","CATEGORY",471
501,"SOA47","M","UN","grateful","CATEGORY",600
507,"SOA47","M","UN","grateful","CATEGORY",512
511,"SOA47","M","UN","grateful","CATEGORY",588
513,"SOA47","M","UN","grateful","CATEGORY",761
517,"SOA47","M","UN","grateful","CATEGORY",564
519,"SOA47","M","UN","grateful","CATEGORY",523
523,"SOA47","M","UN","grateful","CATEGORY",548
525,"SOA47","M","UN","grateful","CATEGORY",524
535,"SOA47","M","UN","grateful","CATEGORY",577
541,"SOA47","M","UN","grateful","CATEGORY",554
321,"SOA80","M","PDISS","cutegory","CATEGORY",1352
324,"SOA80","M","PDISS","cutegory","CATEGORY",1036
327,"SOA80","M","PDISS","cutegory","CATEGORY",456
330,"SOA80","M","PDISS","cutegory","CATEGORY",688
333,"SOA80","M","PDISS","cutegory","CATEGORY",591
336,"SOA80","M","PDISS","cutegory","CATEGORY",457
345,"SOA80","M","PDISS","cutegory","CATEGORY",539
348,"SOA80","M","PDISS","cutegory","CATEGORY",510
354,"SOA80","M","PDISS","cutegory","CATEGORY",709
357,"SOA80","M","PDISS","cutegory","CATEGORY",434
320,"SOA80","M","PSIM","catagory","CATEGORY",610
322,"SOA80","M","PSIM","catagory","CATEGORY",736
326,"SOA80","M","PSIM","catagory","CATEGORY",860
328,"SOA80","M","PSIM","catagory","CATEGORY",453
332,"SOA80","M","PSIM","catagory","CATEGORY",501
334,"SOA80","M","PSIM","catagory","CATEGORY",548
338,"SOA80","M","PSIM","catagory","CATEGORY",460
344,"SOA80","M","PSIM","catagory","CATEGORY",978
346,"SOA80","M","PSIM","catagory","CATEGORY",396
350,"SOA80","M","PSIM","catagory","CATEGORY",471
319,"SOA80","M","UN","grateful","CATEGORY",591
323,"SOA80","M","UN","grateful","CATEGORY",670
325,"SOA80","M","UN","grateful","CATEGORY",1177
329,"SOA80","M","UN","grateful","CATEGORY",592
331,"SOA80","M","UN","grateful","CATEGORY",617
335,"SOA80","M","UN","grateful","CATEGORY",558
337,"SOA80","M","UN","grateful","CATEGORY",563
339,"SOA80","M","UN","grateful","CATEGORY",599
347,"SOA80","M","UN","grateful","CATEGORY",655
355,"SOA80","M","UN","grateful","CATEGORY",766
501,"SOA47","M","PDISS","ciganette","CIGARETTE",541
504,"SOA47","M","PDISS","ciganette","CIGARETTE",654
507,"SOA47","M","PDISS","ciganette","CIGARETTE",897
510,"SOA47","M","PDISS","ciganette","CIGARETTE",535
513,"SOA47","M","PDISS","ciganette","CIGARETTE",543
516,"SOA47","M","PDISS","ciganette","CIGARETTE",764
519,"SOA47","M","PDISS","ciganette","CIGARETTE",424
522,"SOA47","M","PDISS","ciganette","CIGARETTE",720
525,"SOA47","M","PDISS","ciganette","CIGARETTE",546
528,"SOA47","M","PDISS","ciganette","CIGARETTE",468
503,"SOA47","M","PSIM","cigerette","CIGARETTE",393
509,"SOA47","M","PSIM","cigerette","CIGARETTE",500
511,"SOA47","M","PSIM","cigerette","CIGARETTE",565
515,"SOA47","M","PSIM","cigerette","CIGARETTE",389
517,"SOA47","M","PSIM","cigerette","CIGARETTE",582
521,"SOA47","M","PSIM","cigerette","CIGARETTE",498
523,"SOA47","M","PSIM","cigerette","CIGARETTE",548
527,"SOA47","M","PSIM","cigerette","CIGARETTE",949
535,"SOA47","M","PSIM","cigerette","CIGARETTE",506
541,"SOA47","M","PSIM","cigerette","CIGARETTE",540
502,"SOA47","M","UN","invention","CIGARETTE",538
506,"SOA47","M","UN","invention","CIGARETTE",621
508,"SOA47","M","UN","invention","CIGARETTE",569
512,"SOA47","M","UN","invention","CIGARETTE",493
514,"SOA47","M","UN","invention","CIGARETTE",606
520,"SOA47","M","UN","invention","CIGARETTE",584
524,"SOA47","M","UN","invention","CIGARETTE",479
526,"SOA47","M","UN","invention","CIGARETTE",586
530,"SOA47","M","UN","invention","CIGARETTE",489
536,"SOA47","M","UN","invention","CIGARETTE",698
319,"SOA80","M","PDISS","ciganette","CIGARETTE",519
325,"SOA80","M","PDISS","ciganette","CIGARETTE",537
328,"SOA80","M","PDISS","ciganette","CIGARETTE",781
334,"SOA80","M","PDISS","ciganette","CIGARETTE",527
337,"SOA80","M","PDISS","ciganette","CIGARETTE",839
338,"SOA80","M","PDISS","ciganette","CIGARETTE",784
346,"SOA80","M","PDISS","ciganette","CIGARETTE",562
355,"SOA80","M","PDISS","ciganette","CIGARETTE",588
321,"SOA80","M","PSIM","cigerette","CIGARETTE",1402
323,"SOA80","M","PSIM","cigerette","CIGARETTE",466
327,"SOA80","M","PSIM","cigerette","CIGARETTE",585
329,"SOA80","M","PSIM","cigerette","CIGARETTE",690
335,"SOA80","M","PSIM","cigerette","CIGARETTE",558
339,"SOA80","M","PSIM","cigerette","CIGARETTE",712
345,"SOA80","M","PSIM","cigerette","CIGARETTE",805
347,"SOA80","M","PSIM","cigerette","CIGARETTE",738
357,"SOA80","M","PSIM","cigerette","CIGARETTE",522
320,"SOA80","M","UN","invention","CIGARETTE",793
324,"SOA80","M","UN","invention","CIGARETTE",660
326,"SOA80","M","UN","component","CIGARETTE",504
330,"SOA80","M","UN","component","CIGARETTE",1268
332,"SOA80","M","UN","component","CIGARETTE",482
336,"SOA80","M","UN","component","CIGARETTE",623
